,wave,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,met,decision,decision_o,match,id_col
6080,15.0,female,25.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Theatre Management & Producing,20.0,20.0,20.0,20.0,10.0,10.0,3.0,4.0,3.0,2.0,3.0,1.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,5.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,-0.41,4.0,3.0,8.0,0.0,b'1',b'0',0,6067
6081,15.0,female,25.0,34.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Theatre Management & Producing,35.0,15.0,15.0,25.0,10.0,0.0,4.0,9.0,8.0,7.0,9.0,5.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,7.0,8.0,9.0,9.0,8.0,5.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,0.27,4.0,3.0,8.0,0.0,b'1',b'0',0,6067
6082,15.0,female,25.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Theatre Management & Producing,75.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,7.0,8.0,7.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,6.0,9.0,8.0,6.0,5.0,5.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,-0.05,4.0,3.0,6.0,0.0,b'1',b'0',0,6067
6083,15.0,female,25.0,26.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Theatre Management & Producing,10.0,10.0,30.0,30.0,5.0,15.0,6.0,7.0,6.0,6.0,6.0,5.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,7.0,8.0,8.0,6.0,7.0,5.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,0.14,4.0,3.0,7.0,0.0,b'1',b'0',0,6067
6084,15.0,female,25.0,29.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Theatre Management & Producing,95.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,6.0,8.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,5.0,9.0,9.0,6.0,9.0,5.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,-0.56,4.0,3.0,7.0,0.0,b'1',b'1',1,6067
6085,15.0,female,25.0,31.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,5.0,Theatre Management & Producing,10.0,20.0,40.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,10.0,10.0,10.0,8.0,3.0,8.0,5.0,1.0,8.0,1.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,0.64,4.0,3.0,1.0,0.0,b'0',b'1',0,6067
6086,15.0,male,24.0,38.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,15.0,15.0,20.0,15.0,15.0,20.0,7.0,9.0,9.0,7.0,8.0,8.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.36,6.0,7.0,9.0,0.0,b'1',b'0',0,6086
6087,15.0,male,24.0,33.0,European/Caucasian-American,Black/African American,0,3.0,2.0,Law,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,7.0,5.0,7.0,7.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,6.0,8.0,8.0,7.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.41,6.0,7.0,6.0,0.0,b'0',b'1',0,6086
6088,15.0,male,24.0,24.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,20.0,10.0,20.0,35.0,5.0,10.0,5.0,8.0,9.0,4.0,9.0,3.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.02,6.0,7.0,5.0,0.0,b'0',b'0',0,6086
6089,15.0,male,24.0,28.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,25.0,25.0,25.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,7.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,-0.12,6.0,7.0,8.0,0.0,b'1',b'0',0,6086
6090,15.0,male,24.0,27.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,25.0,20.0,10.0,20.0,15.0,10.0,8.0,7.0,8.0,7.0,7.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.55,6.0,7.0,8.0,0.0,b'1',b'1',1,6086
6091,15.0,male,24.0,23.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,10.0,4.0,10.0,4.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.53,6.0,7.0,8.0,0.0,b'1',b'0',0,6086
6092,15.0,male,24.0,25.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,25.0,20.0,20.0,20.0,10.0,5.0,6.0,8.0,8.0,7.0,7.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.22,6.0,7.0,9.0,0.0,b'1',b'0',0,6086
6093,15.0,male,24.0,26.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,8.0,7.0,7.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,6.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,-0.22,6.0,7.0,8.0,0.0,b'1',b'1',1,6086
6094,15.0,male,24.0,25.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,20.0,15.0,25.0,15.0,15.0,10.0,7.0,8.0,8.0,7.0,8.0,7.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.26,6.0,7.0,9.0,0.0,b'1',b'0',0,6086
6095,15.0,male,24.0,24.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,22.0,17.0,15.0,15.0,15.0,16.0,4.0,8.0,8.0,6.0,8.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.35,6.0,7.0,8.0,0.0,b'1',b'0',0,6086
6096,15.0,male,24.0,21.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,20.0,30.0,20.0,20.0,0.0,10.0,6.0,10.0,10.0,2.0,10.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,7.0,7.0,9.0,7.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.29,6.0,7.0,8.0,0.0,b'1',b'0',0,6086
6097,15.0,male,24.0,30.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3.0,2.0,Law,10.0,20.0,20.0,10.0,10.0,30.0,6.0,10.0,6.0,6.0,6.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,3.0,9.0,10.0,3.0,8.0,0.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.26,6.0,7.0,3.0,0.0,b'0',b'1',0,6086
6098,15.0,male,24.0,28.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,35.0,0.0,35.0,10.0,10.0,10.0,5.0,9.0,5.0,3.0,6.0,3.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.35,6.0,7.0,9.0,0.0,b'1',b'0',0,6086
6099,15.0,male,24.0,26.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,15.0,20.0,15.0,30.0,10.0,10.0,2.0,2.0,2.0,2.0,5.0,2.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,7.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.29,6.0,7.0,7.0,0.0,b'1',b'0',0,6086
6100,15.0,male,24.0,22.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,8.0,20.0,25.0,25.0,12.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,6.0,9.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.08,6.0,7.0,7.0,0.0,b'1',b'1',1,6086
6101,15.0,male,24.0,24.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,18.0,19.0,16.0,15.0,15.0,17.0,5.0,8.0,8.0,7.0,7.0,7.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,7.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.1,6.0,7.0,8.0,0.0,b'1',b'0',0,6086
6102,15.0,male,24.0,33.0,European/Caucasian-American,European/Caucasian-American,1,3.0,2.0,Law,20.0,20.0,20.0,10.0,10.0,20.0,4.0,6.0,6.0,6.0,6.0,7.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,0.28,6.0,7.0,7.0,0.0,b'0',b'0',0,6086
6103,15.0,male,24.0,25.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3.0,2.0,Law,15.0,18.0,18.0,18.0,15.0,16.0,7.0,8.0,9.0,6.0,8.0,7.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,-0.11,6.0,7.0,7.0,0.0,b'0',b'1',0,6086
6105,15.0,male,29.0,33.0,European/Caucasian-American,Black/African American,0,7.0,2.0,Business [MBA],20.0,20.0,20.0,15.0,15.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,5.0,8.0,8.0,7.0,7.0,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,-0.38,8.0,3.0,6.0,0.0,b'0',b'1',0,6105
6106,15.0,male,29.0,24.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],20.0,10.0,20.0,35.0,5.0,10.0,8.0,7.0,8.0,8.0,6.0,6.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,7.0,7.0,4.0,9.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.29,8.0,3.0,6.0,0.0,b'0',b'0',0,6105
6107,15.0,male,29.0,28.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],25.0,25.0,25.0,10.0,10.0,5.0,6.0,6.0,6.0,10.0,6.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,7.0,5.0,3.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.15,8.0,3.0,5.0,0.0,b'0',b'0',0,6105
6108,15.0,male,29.0,27.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],25.0,20.0,10.0,20.0,15.0,10.0,2.0,1.0,3.0,6.0,7.0,5.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,9.0,8.0,9.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,-0.3,8.0,3.0,7.0,0.0,b'1',b'0',0,6105
6109,15.0,male,29.0,23.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],20.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,7.0,6.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,7.0,10.0,7.0,10.0,7.0,8.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.11,8.0,3.0,9.0,0.0,b'1',b'1',1,6105
6110,15.0,male,29.0,25.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],25.0,20.0,20.0,20.0,10.0,5.0,8.0,5.0,8.0,10.0,8.0,5.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.47,8.0,3.0,6.0,0.0,b'1',b'1',1,6105
6111,15.0,male,29.0,26.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],15.0,10.0,30.0,10.0,15.0,20.0,8.0,6.0,7.0,8.0,7.0,5.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,5.0,8.0,7.0,4.0,7.0,2.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.39,8.0,3.0,3.0,0.0,b'0',b'1',0,6105
6112,15.0,male,29.0,25.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],20.0,15.0,25.0,15.0,15.0,10.0,8.0,9.0,9.0,9.0,9.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,10.0,8.0,9.0,10.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.01,8.0,3.0,10.0,0.0,b'1',b'1',1,6105
6113,15.0,male,29.0,24.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],22.0,17.0,15.0,15.0,15.0,16.0,5.0,6.0,6.0,6.0,6.0,6.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,-0.16,8.0,3.0,6.0,0.0,b'0',b'0',0,6105
6114,15.0,male,29.0,21.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],20.0,30.0,20.0,20.0,0.0,10.0,6.0,10.0,10.0,10.0,7.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,8.0,10.0,10.0,9.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,-0.09,8.0,3.0,8.0,0.0,b'1',b'1',1,6105
6115,15.0,male,29.0,30.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7.0,2.0,Business [MBA],10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,7.0,5.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,3.0,7.0,5.0,1.0,3.0,1.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.36,8.0,3.0,3.0,0.0,b'0',b'1',0,6105
6116,15.0,male,29.0,28.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],35.0,0.0,35.0,10.0,10.0,10.0,7.0,6.0,6.0,6.0,6.0,4.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.26,8.0,3.0,4.0,0.0,b'0',b'0',0,6105
6117,15.0,male,29.0,26.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],15.0,20.0,15.0,30.0,10.0,10.0,8.0,8.0,9.0,10.0,9.0,6.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,9.0,9.0,10.0,8.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.4,8.0,3.0,7.0,0.0,b'1',b'1',1,6105
6118,15.0,male,29.0,22.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],8.0,20.0,25.0,25.0,12.0,10.0,7.0,8.0,8.0,7.0,6.0,6.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,9.0,8.0,10.0,7.0,8.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.36,8.0,3.0,6.0,0.0,b'1',b'1',1,6105
6119,15.0,male,29.0,24.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],18.0,19.0,16.0,15.0,15.0,17.0,8.0,9.0,7.0,8.0,6.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,6.0,7.0,5.0,4.0,7.0,9.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.45,8.0,3.0,5.0,0.0,b'0',b'1',0,6105
6120,15.0,male,29.0,33.0,European/Caucasian-American,European/Caucasian-American,1,7.0,2.0,Business [MBA],20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,7.0,9.0,7.0,9.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,5.0,8.0,7.0,7.0,7.0,8.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.38,8.0,3.0,7.0,0.0,b'0',b'1',0,6105
6121,15.0,male,29.0,25.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,7.0,2.0,Business [MBA],15.0,18.0,18.0,18.0,15.0,16.0,8.0,9.0,8.0,9.0,9.0,5.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,0.31,8.0,3.0,6.0,0.0,b'0',b'1',0,6105
6125,15.0,male,29.0,28.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,25.0,25.0,25.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,6.0,5.0,9.0,5.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.24,7.0,-1.0,5.0,0.0,b'0',b'1',0,6125
6127,15.0,male,29.0,23.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,20.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,10.0,4.0,5.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.36,7.0,-1.0,5.0,0.0,b'0',b'1',0,6125
6128,15.0,male,29.0,25.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,8.0,9.0,8.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,10.0,7.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.66,7.0,-1.0,9.0,0.0,b'0',b'0',0,6125
6129,15.0,male,29.0,26.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,15.0,10.0,30.0,10.0,15.0,20.0,8.0,8.0,7.0,7.0,7.0,5.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,8.0,7.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.04,7.0,-1.0,6.0,0.0,b'0',b'1',0,6125
6130,15.0,male,29.0,25.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,20.0,15.0,25.0,15.0,15.0,10.0,7.0,7.0,8.0,8.0,7.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,8.0,9.0,5.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.18,7.0,-1.0,7.0,0.0,b'0',b'1',0,6125
6131,15.0,male,29.0,24.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,22.0,17.0,15.0,15.0,15.0,16.0,6.0,7.0,8.0,6.0,8.0,6.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,7.0,10.0,9.0,8.0,6.0,5.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.29,7.0,-1.0,9.0,0.0,b'1',b'1',1,6125
6134,15.0,male,29.0,28.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,35.0,0.0,35.0,10.0,10.0,10.0,7.0,6.0,6.0,3.0,5.0,5.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,4.0,5.0,9.0,7.0,7.0,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.7,7.0,-1.0,6.0,0.0,b'0',b'0',0,6125
6135,15.0,male,29.0,26.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,15.0,20.0,15.0,30.0,10.0,10.0,5.0,3.0,5.0,1.0,10.0,1.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,5.0,4.0,7.0,5.0,7.0,5.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.5,7.0,-1.0,4.0,0.0,b'0',b'0',0,6125
6138,15.0,male,29.0,33.0,European/Caucasian-American,European/Caucasian-American,1,1.0,1.0,Business,20.0,20.0,20.0,10.0,10.0,20.0,7.0,6.0,8.0,8.0,7.0,5.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,4.0,5.0,8.0,6.0,8.0,5.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,0.49,7.0,-1.0,4.0,0.0,b'0',b'0',0,6125
