index,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_,field_general,field_broad,level
5168,14.0,female,33.0,European/Caucasian-American,1.0,7.0,Organizational Psychology,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,2.0,7.0,3.0,10.0,8.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,6.0,9.0,7.0,6.0,5.0,"14.0, female, 33.0, European/Caucasian-American, 1.0, 7.0, Organizational Psychology, 25.0, 20.0, 10.0, 20.0, 20.0, 5.0, 7.0, 8.0, 8.0, 9.0, 7.0, 2.0, 7.0, 3.0, 10.0, 8.0, 8.0, 7.0, 1.0, 6.0, 7.0, 4.0, 8.0, 8.0, 8.0, 6.0, 9.0, 7.0, 6.0, 5.0",BA-social,Social Sciences,Bachelor
5186,14.0,female,31.0,European/Caucasian-American,9.0,5.0,Applied Physiology & Nutrition,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,9.0,8.0,2.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,7.0,6.0,2.0,"14.0, female, 31.0, European/Caucasian-American, 9.0, 5.0, Applied Physiology & Nutrition, 12.0, 25.0, 25.0, 8.0, 15.0, 15.0, 7.0, 10.0, 6.0, 8.0, 8.0, 9.0, 8.0, 2.0, 10.0, 9.0, 8.0, 8.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 9.0, 7.0, 6.0, 2.0",BA-STEM,STEM,Bachelor
5205,14.0,female,35.0,Asian/Pacific Islander/Asian-American,1.0,3.0,music education,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,5.0,10.0,2.0,5.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,5.0,10.0,5.0,8.0,-1.0,"14.0, female, 35.0, Asian/Pacific Islander/Asian-American, 1.0, 3.0, music education, 15.0, 15.0, 30.0, 15.0, 15.0, 10.0, 8.0, 10.0, 7.0, 8.0, 9.0, 5.0, 10.0, 2.0, 5.0, 10.0, 10.0, 7.0, 2.0, 3.0, 10.0, 3.0, 10.0, 10.0, 10.0, 5.0, 10.0, 5.0, 8.0, -1.0",BA-social,Social Sciences,Bachelor
5222,14.0,female,29.0,Other,6.0,6.0,Music Education,20.0,20.0,20.0,10.0,10.0,20.0,9.0,10.0,9.0,9.0,8.0,8.0,10.0,5.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,7.0,10.0,7.0,9.0,5.0,"14.0, female, 29.0, Other, 6.0, 6.0, Music Education, 20.0, 20.0, 20.0, 10.0, 10.0, 20.0, 9.0, 10.0, 9.0, 9.0, 8.0, 8.0, 10.0, 5.0, 10.0, 10.0, 10.0, 8.0, 4.0, 5.0, 5.0, 8.0, 9.0, 9.0, 10.0, 7.0, 10.0, 7.0, 9.0, 5.0",BA-social,Social Sciences,Bachelor
5240,14.0,female,25.0,Asian/Pacific Islander/Asian-American,7.0,7.0,music education,15.0,10.0,25.0,25.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,3.0,9.0,4.0,5.0,8.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,8.0,9.0,5.0,5.0,5.0,"14.0, female, 25.0, Asian/Pacific Islander/Asian-American, 7.0, 7.0, music education, 15.0, 10.0, 25.0, 25.0, 10.0, 15.0, 6.0, 6.0, 6.0, 6.0, 6.0, 3.0, 9.0, 4.0, 5.0, 8.0, 9.0, 8.0, 8.0, 5.0, 6.0, 4.0, 9.0, 9.0, 8.0, 8.0, 9.0, 5.0, 5.0, 5.0",BA-social,Social Sciences,Bachelor
5258,14.0,female,22.0,European/Caucasian-American,9.0,8.0,Clinical Psychology,20.0,10.0,20.0,20.0,20.0,10.0,7.0,7.0,10.0,8.0,8.0,10.0,8.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,12.0,"14.0, female, 22.0, European/Caucasian-American, 9.0, 8.0, Clinical Psychology, 20.0, 10.0, 20.0, 20.0, 20.0, 10.0, 7.0, 7.0, 10.0, 8.0, 8.0, 10.0, 8.0, 10.0, 10.0, 10.0, 8.0, 1.0, 1.0, 1.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 7.0, 12.0",BA-social,Social Sciences,Bachelor
5276,14.0,female,24.0,European/Caucasian-American,10.0,2.0,Clinical Psychology,50.0,20.0,10.0,5.0,10.0,5.0,6.0,10.0,8.0,8.0,8.0,9.0,7.0,1.0,7.0,8.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,2.0,"14.0, female, 24.0, European/Caucasian-American, 10.0, 2.0, Clinical Psychology, 50.0, 20.0, 10.0, 5.0, 10.0, 5.0, 6.0, 10.0, 8.0, 8.0, 8.0, 9.0, 7.0, 1.0, 7.0, 8.0, 7.0, 7.0, 1.0, 9.0, 9.0, 2.0, 9.0, 9.0, 9.0, 9.0, 9.0, 2.0, 7.0, 2.0",BA-social,Social Sciences,Bachelor
5294,14.0,female,27.0,European/Caucasian-American,2.0,4.0,Counseling Psychology,15.0,25.0,20.0,20.0,0.0,20.0,7.0,10.0,8.0,9.0,6.0,10.0,8.0,9.0,8.0,10.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,5.0,10.0,6.0,4.0,1.0,"14.0, female, 27.0, European/Caucasian-American, 2.0, 4.0, Counseling Psychology, 15.0, 25.0, 20.0, 20.0, 0.0, 20.0, 7.0, 10.0, 8.0, 9.0, 6.0, 10.0, 8.0, 9.0, 8.0, 10.0, 5.0, 7.0, 1.0, 5.0, 8.0, 9.0, 8.0, 9.0, 7.0, 5.0, 10.0, 6.0, 4.0, 1.0",BA-social,Social Sciences,Bachelor
5312,14.0,female,27.0,Asian/Pacific Islander/Asian-American,10.0,10.0,education,15.0,20.0,20.0,20.0,20.0,5.0,6.0,10.0,7.0,7.0,6.0,2.0,10.0,6.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,8.0,7.0,1.0,1.0,1.0,"14.0, female, 27.0, Asian/Pacific Islander/Asian-American, 10.0, 10.0, education, 15.0, 20.0, 20.0, 20.0, 20.0, 5.0, 6.0, 10.0, 7.0, 7.0, 6.0, 2.0, 10.0, 6.0, 10.0, 10.0, 10.0, 8.0, 1.0, 7.0, 10.0, 6.0, 10.0, 8.0, 7.0, 8.0, 7.0, 1.0, 1.0, 1.0",BA-social,Social Sciences,Bachelor
5330,14.0,female,26.0,Asian/Pacific Islander/Asian-American,1.0,1.0,MBA,20.0,10.0,25.0,25.0,10.0,10.0,8.0,7.0,8.0,8.0,7.0,6.0,4.0,2.0,7.0,10.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,7.0,5.0,3.0,5.0,2.0,"14.0, female, 26.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, MBA, 20.0, 10.0, 25.0, 25.0, 10.0, 10.0, 8.0, 7.0, 8.0, 8.0, 7.0, 6.0, 4.0, 2.0, 7.0, 10.0, 5.0, 2.0, 4.0, 9.0, 9.0, 6.0, 5.0, 8.0, 4.0, 7.0, 5.0, 3.0, 5.0, 2.0",MA-social,Social Sciences,Master
5348,14.0,female,26.0,European/Caucasian-American,1.0,5.0,Communications in Education,9.0,17.0,23.0,15.0,14.0,22.0,7.0,10.0,2.0,9.0,8.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,1.0,8.0,4.0,2.0,2.0,"14.0, female, 26.0, European/Caucasian-American, 1.0, 5.0, Communications in Education, 9.0, 17.0, 23.0, 15.0, 14.0, 22.0, 7.0, 10.0, 2.0, 9.0, 8.0, 2.0, 2.0, 1.0, 1.0, 7.0, 2.0, 6.0, 8.0, 1.0, 10.0, 3.0, 7.0, 8.0, 8.0, 1.0, 8.0, 4.0, 2.0, 2.0",BA-social,Social Sciences,Bachelor
5366,14.0,female,24.0,Other,8.0,4.0,psychology,20.0,30.0,10.0,10.0,10.0,20.0,8.0,10.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,9.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,7.0,10.0,8.0,7.0,3.0,"14.0, female, 24.0, Other, 8.0, 4.0, psychology, 20.0, 30.0, 10.0, 10.0, 10.0, 20.0, 8.0, 10.0, 8.0, 8.0, 8.0, 9.0, 7.0, 7.0, 6.0, 9.0, 8.0, 9.0, 9.0, 1.0, 7.0, 6.0, 7.0, 7.0, 10.0, 7.0, 10.0, 8.0, 7.0, 3.0",BA-social,Social Sciences,Bachelor
5384,14.0,male,34.0,European/Caucasian-American,5.0,5.0,Intellectual Property Law,30.0,20.0,30.0,5.0,5.0,10.0,7.0,7.0,5.0,7.0,9.0,3.0,9.0,1.0,3.0,5.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,3.0,7.0,2.0,5.0,4.0,"14.0, male, 34.0, European/Caucasian-American, 5.0, 5.0, Intellectual Property Law, 30.0, 20.0, 30.0, 5.0, 5.0, 10.0, 7.0, 7.0, 5.0, 7.0, 9.0, 3.0, 9.0, 1.0, 3.0, 5.0, 10.0, 3.0, 3.0, 4.0, 10.0, 6.0, 8.0, 9.0, 7.0, 3.0, 7.0, 2.0, 5.0, 4.0",BA-social,Social Sciences,Bachelor
5404,14.0,male,30.0,European/Caucasian-American,1.0,1.0,Law,20.51,14.53,24.79,17.09,5.98,17.09,7.0,7.0,9.0,8.0,8.0,8.0,6.0,2.0,1.0,9.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,7.0,6.0,2.0,9.0,7.0,"14.0, male, 30.0, European/Caucasian-American, 1.0, 1.0, Law, 20.51, 14.53, 24.79, 17.09, 5.98, 17.09, 7.0, 7.0, 9.0, 8.0, 8.0, 8.0, 6.0, 2.0, 1.0, 9.0, 6.0, 6.0, 4.0, 7.0, 6.0, 4.0, 6.0, 6.0, 6.0, 7.0, 6.0, 2.0, 9.0, 7.0",BA-social,Social Sciences,Bachelor
5424,14.0,male,23.0,Asian/Pacific Islander/Asian-American,1.0,1.0,engineering,25.0,20.0,20.0,20.0,5.0,10.0,5.0,7.0,8.0,8.0,3.0,3.0,4.0,3.0,9.0,10.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,8.0,5.0,5.0,7.0,4.0,"14.0, male, 23.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, engineering, 25.0, 20.0, 20.0, 20.0, 5.0, 10.0, 5.0, 7.0, 8.0, 8.0, 3.0, 3.0, 4.0, 3.0, 9.0, 10.0, 5.0, 8.0, 6.0, 9.0, 7.0, 5.0, 5.0, 8.0, 7.0, 8.0, 5.0, 5.0, 7.0, 4.0",BA-STEM,STEM,Bachelor
5444,14.0,male,27.0,Latino/Hispanic American,6.0,2.0,MBA Finance,25.0,25.0,25.0,15.0,10.0,0.0,8.0,8.0,8.0,9.0,9.0,9.0,4.0,7.0,9.0,9.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,8.0,6.0,1.0,6.0,5.0,"14.0, male, 27.0, Latino/Hispanic American, 6.0, 2.0, MBA Finance, 25.0, 25.0, 25.0, 15.0, 10.0, 0.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 4.0, 7.0, 9.0, 9.0, 3.0, 3.0, 5.0, 1.0, 9.0, 5.0, 4.0, 7.0, 5.0, 8.0, 6.0, 1.0, 6.0, 5.0",MBA-social,Business,Master
5464,14.0,male,30.0,European/Caucasian-American,1.0,1.0,MBA,31.58,10.53,15.79,21.05,10.53,10.53,8.0,2.0,9.0,9.0,9.0,7.0,9.0,3.0,3.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,5.0,10.0,5.0,8.0,5.0,"14.0, male, 30.0, European/Caucasian-American, 1.0, 1.0, MBA, 31.58, 10.53, 15.79, 21.05, 10.53, 10.53, 8.0, 2.0, 9.0, 9.0, 9.0, 7.0, 9.0, 3.0, 3.0, 9.0, 10.0, 8.0, 4.0, 8.0, 8.0, 1.0, 5.0, 7.0, 9.0, 5.0, 10.0, 5.0, 8.0, 5.0",MA-social,Social Sciences,Master
5484,14.0,male,27.0,European/Caucasian-American,4.0,6.0,Business,14.0,18.0,17.0,16.0,15.0,20.0,6.0,8.0,9.0,8.0,10.0,6.0,9.0,6.0,4.0,8.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,8.0,10.0,6.0,5.0,5.0,"14.0, male, 27.0, European/Caucasian-American, 4.0, 6.0, Business, 14.0, 18.0, 17.0, 16.0, 15.0, 20.0, 6.0, 8.0, 9.0, 8.0, 10.0, 6.0, 9.0, 6.0, 4.0, 8.0, 9.0, 7.0, 6.0, 8.0, 9.0, 4.0, 6.0, 7.0, 10.0, 8.0, 10.0, 6.0, 5.0, 5.0",MBA-social,Business,Master
5504,14.0,male,27.0,European/Caucasian-American,6.0,3.0,International Affairs,30.0,15.0,20.0,25.0,5.0,5.0,7.0,7.0,8.0,7.0,5.0,6.0,5.0,7.0,8.0,8.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,7.0,8.0,2.0,8.0,3.0,"14.0, male, 27.0, European/Caucasian-American, 6.0, 3.0, International Affairs, 30.0, 15.0, 20.0, 25.0, 5.0, 5.0, 7.0, 7.0, 8.0, 7.0, 5.0, 6.0, 5.0, 7.0, 8.0, 8.0, 5.0, 3.0, 4.0, 8.0, 5.0, 6.0, 3.0, 3.0, 7.0, 7.0, 8.0, 2.0, 8.0, 3.0",BA-social,Social Sciences,Bachelor
5524,14.0,male,24.0,Other,1.0,1.0,Intrernational Affairs,20.0,10.0,25.0,20.0,10.0,15.0,6.0,8.0,8.0,8.0,7.0,4.0,9.0,6.0,4.0,8.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,9.0,4.0,4.0,3.0,"14.0, male, 24.0, Other, 1.0, 1.0, Intrernational Affairs, 20.0, 10.0, 25.0, 20.0, 10.0, 15.0, 6.0, 8.0, 8.0, 8.0, 7.0, 4.0, 9.0, 6.0, 4.0, 8.0, 7.0, 3.0, 8.0, 9.0, 9.0, 9.0, 7.0, 9.0, 8.0, 8.0, 9.0, 4.0, 4.0, 3.0",BA-social,Social Sciences,Bachelor
5545,14.0,male,25.0,European/Caucasian-American,1.0,8.0,Clinical Psychology,17.0,18.0,28.0,27.0,5.0,5.0,6.0,9.0,9.0,10.0,7.0,2.0,7.0,6.0,2.0,6.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,1.0,8.0,1.0,7.0,5.0,"14.0, male, 25.0, European/Caucasian-American, 1.0, 8.0, Clinical Psychology, 17.0, 18.0, 28.0, 27.0, 5.0, 5.0, 6.0, 9.0, 9.0, 10.0, 7.0, 2.0, 7.0, 6.0, 2.0, 6.0, 7.0, 7.0, 1.0, 1.0, 10.0, 3.0, 7.0, 5.0, 6.0, 1.0, 8.0, 1.0, 7.0, 5.0",BA-social,Social Sciences,Bachelor
5564,14.0,male,28.0,European/Caucasian-American,7.0,4.0,MBA,50.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,9.0,9.0,9.0,7.0,6.0,8.0,7.0,7.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,4.0,9.0,1.0,7.0,2.0,"14.0, male, 28.0, European/Caucasian-American, 7.0, 4.0, MBA, 50.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 6.0, 9.0, 9.0, 9.0, 7.0, 6.0, 8.0, 7.0, 7.0, 6.0, 3.0, 1.0, 6.0, 7.0, 2.0, 2.0, 2.0, 5.0, 4.0, 9.0, 1.0, 7.0, 2.0",MA-social,Social Sciences,Master
5584,14.0,male,27.0,European/Caucasian-American,3.0,1.0,MBA,40.0,0.0,10.0,50.0,0.0,0.0,10.0,8.0,10.0,10.0,10.0,10.0,3.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,1.0,10.0,7.0,6.0,7.0,"14.0, male, 27.0, European/Caucasian-American, 3.0, 1.0, MBA, 40.0, 0.0, 10.0, 50.0, 0.0, 0.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 3.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 3.0, 6.0, 10.0, 1.0, 10.0, 7.0, 6.0, 7.0",MA-social,Social Sciences,Master
5605,14.0,male,27.0,European/Caucasian-American,9.0,7.0,Business,30.0,15.0,15.0,20.0,5.0,15.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,8.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,4.0,7.0,2.0,5.0,3.0,"14.0, male, 27.0, European/Caucasian-American, 9.0, 7.0, Business, 30.0, 15.0, 15.0, 20.0, 5.0, 15.0, 7.0, 8.0, 8.0, 9.0, 8.0, 9.0, 9.0, 10.0, 8.0, 9.0, 9.0, 7.0, 4.0, 2.0, 9.0, 6.0, 8.0, 6.0, 7.0, 4.0, 7.0, 2.0, 5.0, 3.0",MBA-social,Business,Master
5624,14.0,male,29.0,Latino/Hispanic American,3.0,1.0,MBA,75.0,5.0,5.0,10.0,0.0,5.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,5.0,8.0,8.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,8.0,9.0,2.0,9.0,3.0,"14.0, male, 29.0, Latino/Hispanic American, 3.0, 1.0, MBA, 75.0, 5.0, 5.0, 10.0, 0.0, 5.0, 9.0, 8.0, 9.0, 9.0, 9.0, 7.0, 7.0, 5.0, 8.0, 8.0, 6.0, 3.0, 5.0, 9.0, 8.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0, 2.0, 9.0, 3.0",MA-social,Social Sciences,Master
5644,14.0,male,30.0,Asian/Pacific Islander/Asian-American,6.0,6.0,BUSINESS CONSULTING,50.0,10.0,10.0,10.0,5.0,15.0,6.0,7.0,6.0,7.0,7.0,10.0,8.0,10.0,8.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,4.0,8.0,4.0,7.0,2.0,"14.0, male, 30.0, Asian/Pacific Islander/Asian-American, 6.0, 6.0, BUSINESS CONSULTING, 50.0, 10.0, 10.0, 10.0, 5.0, 15.0, 6.0, 7.0, 6.0, 7.0, 7.0, 10.0, 8.0, 10.0, 8.0, 7.0, 8.0, 5.0, 5.0, 6.0, 5.0, 6.0, 9.0, 10.0, 9.0, 4.0, 8.0, 4.0, 7.0, 2.0",BA-social,Social Sciences,Bachelor
5664,14.0,male,27.0,European/Caucasian-American,3.0,2.0,MBA,30.0,20.0,15.0,15.0,8.0,12.0,8.0,9.0,9.0,8.0,9.0,9.0,4.0,8.0,5.0,8.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,7.0,6.0,3.0,5.0,6.0,"14.0, male, 27.0, European/Caucasian-American, 3.0, 2.0, MBA, 30.0, 20.0, 15.0, 15.0, 8.0, 12.0, 8.0, 9.0, 9.0, 8.0, 9.0, 9.0, 4.0, 8.0, 5.0, 8.0, 4.0, 2.0, 2.0, 7.0, 5.0, 6.0, 5.0, 6.0, 3.0, 7.0, 6.0, 3.0, 5.0, 6.0",MA-social,Social Sciences,Master
5684,14.0,male,25.0,Asian/Pacific Islander/Asian-American,10.0,7.0,business,30.0,10.0,15.0,20.0,15.0,10.0,6.0,10.0,8.0,9.0,10.0,4.0,5.0,1.0,4.0,10.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,9.0,6.0,5.0,5.0,1.0,"14.0, male, 25.0, Asian/Pacific Islander/Asian-American, 10.0, 7.0, business, 30.0, 10.0, 15.0, 20.0, 15.0, 10.0, 6.0, 10.0, 8.0, 9.0, 10.0, 4.0, 5.0, 1.0, 4.0, 10.0, 6.0, 7.0, 7.0, 3.0, 3.0, 9.0, 7.0, 9.0, 5.0, 9.0, 6.0, 5.0, 5.0, 1.0",MBA-social,Business,Master
5704,14.0,male,26.0,Asian/Pacific Islander/Asian-American,3.0,2.0,business school,25.0,20.0,10.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0,9.0,6.0,6.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,6.0,8.0,2.0,6.0,2.0,"14.0, male, 26.0, Asian/Pacific Islander/Asian-American, 3.0, 2.0, business school, 25.0, 20.0, 10.0, 20.0, 15.0, 10.0, 7.0, 8.0, 8.0, 7.0, 7.0, 7.0, 3.0, 9.0, 6.0, 6.0, 3.0, 1.0, 7.0, 8.0, 6.0, 8.0, 5.0, 8.0, 7.0, 6.0, 8.0, 2.0, 6.0, 2.0",MBA-social,Business,Master
5724,14.0,male,29.0,European/Caucasian-American,3.0,2.0,MBA,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,9.0,7.0,9.0,4.0,5.0,10.0,5.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,5.0,8.0,2.0,6.0,3.0,"14.0, male, 29.0, European/Caucasian-American, 3.0, 2.0, MBA, 25.0, 15.0, 20.0, 20.0, 10.0, 10.0, 6.0, 7.0, 7.0, 9.0, 7.0, 9.0, 4.0, 5.0, 10.0, 5.0, 4.0, 2.0, 1.0, 8.0, 7.0, 3.0, 3.0, 8.0, 5.0, 5.0, 8.0, 2.0, 6.0, 3.0",MA-social,Social Sciences,Master
5744,15.0,female,38.0,European/Caucasian-American,4.0,6.0,Business; Media,15.0,15.0,20.0,15.0,15.0,20.0,6.0,9.0,6.0,8.0,9.0,4.0,8.0,4.0,6.0,7.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,3.0,6.0,5.0,5.0,1.0,"15.0, female, 38.0, European/Caucasian-American, 4.0, 6.0, Business; Media, 15.0, 15.0, 20.0, 15.0, 15.0, 20.0, 6.0, 9.0, 6.0, 8.0, 9.0, 4.0, 8.0, 4.0, 6.0, 7.0, 8.0, 7.0, 2.0, 2.0, 6.0, 7.0, 7.0, 9.0, 6.0, 3.0, 6.0, 5.0, 5.0, 1.0",MBA-social,Business,Master
5763,15.0,female,33.0,Black/African American,4.0,8.0,MFA -Film,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,9.0,9.0,9.0,7.0,5.0,8.0,8.0,8.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,5.0,"15.0, female, 33.0, Black/African American, 4.0, 8.0, MFA -Film, 20.0, 20.0, 20.0, 15.0, 15.0, 10.0, 4.0, 7.0, 9.0, 9.0, 9.0, 7.0, 5.0, 8.0, 8.0, 8.0, 5.0, 3.0, 1.0, 5.0, 5.0, 7.0, 7.0, 10.0, 9.0, 9.0, 9.0, 9.0, 6.0, 5.0",BA-social,Social Sciences,Bachelor
5782,15.0,female,24.0,European/Caucasian-American,6.0,3.0,Film,20.0,10.0,20.0,35.0,5.0,10.0,7.0,7.0,10.0,9.0,8.0,5.0,8.0,5.0,5.0,7.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,3.0,"15.0, female, 24.0, European/Caucasian-American, 6.0, 3.0, Film, 20.0, 10.0, 20.0, 35.0, 5.0, 10.0, 7.0, 7.0, 10.0, 9.0, 8.0, 5.0, 8.0, 5.0, 5.0, 7.0, 8.0, 6.0, 5.0, 6.0, 9.0, 6.0, 4.0, 8.0, 7.0, 8.0, 8.0, 7.0, 2.0, 3.0",BA-social,Social Sciences,Bachelor
5801,15.0,female,28.0,European/Caucasian-American,8.0,1.0,Film,25.0,25.0,25.0,10.0,10.0,5.0,7.0,7.0,7.0,7.0,10.0,6.0,9.0,5.0,10.0,10.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,3.0,"15.0, female, 28.0, European/Caucasian-American, 8.0, 1.0, Film, 25.0, 25.0, 25.0, 10.0, 10.0, 5.0, 7.0, 7.0, 7.0, 7.0, 10.0, 6.0, 9.0, 5.0, 10.0, 10.0, 9.0, 6.0, 8.0, 3.0, 8.0, 10.0, 8.0, 10.0, 9.0, 9.0, 9.0, 1.0, 6.0, 3.0",BA-social,Social Sciences,Bachelor
5820,15.0,female,27.0,European/Caucasian-American,10.0,5.0,Higher Ed. - M.A.,25.0,20.0,10.0,20.0,15.0,10.0,7.0,9.0,7.0,6.0,6.0,9.0,8.0,7.0,9.0,9.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,4.0,2.0,"15.0, female, 27.0, European/Caucasian-American, 10.0, 5.0, Higher Ed. - M.A., 25.0, 20.0, 10.0, 20.0, 15.0, 10.0, 7.0, 9.0, 7.0, 6.0, 6.0, 9.0, 8.0, 7.0, 9.0, 9.0, 8.0, 5.0, 1.0, 5.0, 6.0, 9.0, 4.0, 9.0, 8.0, 7.0, 7.0, 4.0, 4.0, 2.0",MA-social,Social Sciences,Master
5839,15.0,female,23.0,European/Caucasian-American,9.0,6.0,Education,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,9.0,8.0,9.0,8.0,10.0,5.0,7.0,9.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0,8.0,10.0,"15.0, female, 23.0, European/Caucasian-American, 9.0, 6.0, Education, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 10.0, 5.0, 7.0, 9.0, 10.0, 3.0, 3.0, 7.0, 6.0, 7.0, 10.0, 10.0, 5.0, 6.0, 6.0, 3.0, 8.0, 10.0",BA-social,Social Sciences,Bachelor
5858,15.0,female,25.0,European/Caucasian-American,5.0,8.0,Elementary Education,25.0,20.0,20.0,20.0,10.0,5.0,8.0,8.0,6.0,8.0,6.0,7.0,10.0,5.0,8.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,9.0,10.0,8.0,7.0,-1.0,"15.0, female, 25.0, European/Caucasian-American, 5.0, 8.0, Elementary Education, 25.0, 20.0, 20.0, 20.0, 10.0, 5.0, 8.0, 8.0, 6.0, 8.0, 6.0, 7.0, 10.0, 5.0, 8.0, 10.0, 10.0, 10.0, 6.0, 8.0, 9.0, 6.0, 10.0, 10.0, 8.0, 9.0, 10.0, 8.0, 7.0, -1.0",BA-social,Social Sciences,Bachelor
5877,15.0,female,26.0,European/Caucasian-American,4.0,2.0,School Psychology,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,9.0,9.0,9.0,1.0,7.0,3.0,5.0,8.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,4.0,4.0,"15.0, female, 26.0, European/Caucasian-American, 4.0, 2.0, School Psychology, 15.0, 10.0, 30.0, 10.0, 15.0, 20.0, 7.0, 8.0, 9.0, 9.0, 9.0, 1.0, 7.0, 3.0, 5.0, 8.0, 7.0, 2.0, 5.0, 7.0, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 3.0, 4.0, 4.0",BA-social,Social Sciences,Bachelor
